id,sno,state,city,format_type,store_code,store_name,company_name,gst_in,state_code,address,superwisor,coordinator,afm,ship_ddress,ship_name,ship_state,ship_gst,costcenter
,175,Telangana,Karim Nagar,Trends,TV28,Karim Nagar,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"D.No.2-8-272/273 and situate in Mukarampura,Karimnagar Town & District Telangana – 505001",Ravi Kumar,Ravi Kumar,Katukoori Sairam,"D.No.2-8-272/273 and situate in Mukarampura,Karimnagar Town & District Telangana – 505001",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Karim Nagar
,176,Telangana,Siricilla,Trends,TV41,Siricilla,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL Trends siricilla,Reliance retail limited, M.No.9-4-84 and situate in Siricilla Town & Mandal, Rajanna Siricilla District, Telangana - 505301",Ravi Kumar,Ravi Kumar,Katukoori Sairam,"RRL Trends siricilla,Reliance retail limited, M.No.9-4-84 and situate in Siricilla Town & Mandal, Rajanna Siricilla District, Telangana - 505301",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Siricilla
,177,Telangana,Karim Nagar,SP Pharma SIS,TW7W,Ashok Reddy Property,Reliance Retail Ventures Limited,36AADCR6715M1Z0,36,"Q1KG-U761-SP ASHOK REDDY PROPERTY,DMART Beside 1,2,3,4&5 DMART Road Karimnagar, Telangana-505001",M Shivaji,M Shivaji,Katukoori Sairam,"Q1KG-U761-SP ASHOK REDDY PROPERTY,DMART Beside 1,2,3,4&5 DMART Road Karimnagar, Telangana-505001",Reliance Retail Ventures Limited,Telangana,36AADCR6715M1Z0,Karim Nagar
,178,Telangana,Ramgundam,SP Pharma SIS,TWE3,Markandeya Colony,Reliance Retail Ventures Limited,36AADCR6715M1Z0,36,"Ramagundam Ramesh Property H.NO.212-195- 21A1 Markandeya Colony, Godavarikhani,Ramagundam- 505209 Telangana",M Shivaji,M Shivaji,Katukoori Sairam,"Ramagundam Ramesh Property H.NO.212-195- 21A1 Markandeya Colony, Godavarikhani,Ramagundam- 505209 Telangana",Reliance Retail Ventures Limited,Telangana,36AADCR6715M1Z0,Ramgundam
,179,Telangana,Husnabad,SP Pharma SIS,TWHM,Kankyyas Property,Reliance Retail Ventures Limited,36AADCR6715M1Z0,36,"SP Kankyyas property Husnabad, siddipet-  505302 Telangana",Ravi Kumar,Ravi Kumar,Katukoori Sairam,"SP Kankyyas property Husnabad, siddipet-  505302 Telangana",Reliance Retail Ventures Limited,Telangana,36AADCR6715M1Z0,Husnabad
,180,Telangana,Vemulawada,Trends Small Town,TWTP,Vemulawada,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"TST VEMULAWADA,SY,NO.1378,1380,1381,1382&1384,VEMULAWADA- 505302 Telangana",Ravi Kumar,Ravi Kumar,Katukoori Sairam,"TST VEMULAWADA,SY,NO.1378,1380,1381,1382&1384,VEMULAWADA- 505302 Telangana",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Vemulawada
,181,Telangana,Cherial,Trends Small Town,TWUM,Cherial,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Reliance Retail Ltd, Plot No 26,27,28 & 29, Sy No: 984,Cherial Mandal & Village, Dist.Siddipet, Telangana - 506223",Ravi Kumar,Ravi Kumar,Katukoori Sairam,"Reliance Retail Ltd, Plot No 26,27,28 & 29, Sy No: 984,Cherial Mandal & Village, Dist.Siddipet, Telangana - 506223",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Cherial
,182,Telangana,Naspur,Trends Small Town,TWUZ,Naspur,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL TST Naspur,Reliance Retail Limited,Sy No 97 A And 98 A,Plot No 8 Naspur Municipality And Mandal,Naspur Dist Mancherial,NASPUR-504208",M Shivaji,M Shivaji,Katukoori Sairam,"RRL TST Naspur,Reliance Retail Limited,Sy No 97 A And 98 A,Plot No 8 Naspur Municipality And Mandal,Naspur Dist Mancherial,NASPUR-504208",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Naspur
,183,Telangana,ASIFABAD,Trends,TX3Q,RRL Trends Asifabad K B Chowk,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Sy No 189 Bearing H No 5 165/2,K B Chowk Asifabad Town & Mandal,Komaram Bheem,ASIFABAD-504293",M Shivaji,M Shivaji,Katukoori Sairam,"Sy No 189 Bearing H No 5 165/2,K B Chowk Asifabad Town & Mandal,Komaram Bheem,ASIFABAD-504293",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,ASIFABAD
,184,Telangana,Siddipet,Avantra Trends,T8AE,Siddipet,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL Trends Sarees Siddipet,Reliance Retail Limited,H No 11 3 11/4 12 1 142 To 12 1 150,Siddipet Town Mandal & Dist,SIDDIPET-502103",Ravi Kumar,Ravi Kumar,Katukoori Sairam,"RRL Trends Sarees Siddipet,Reliance Retail Limited,H No 11 3 11/4 12 1 142 To 12 1 150,Siddipet Town Mandal & Dist,SIDDIPET-502103",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Siddipet
,185,Telangana,Siddipet,Trends,TXXN,Siddipet,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL Trends Siddipet,Reliance Retail Limited,Hno11 3 11/412 1 142 To12 1 150Old,Siddipet Town,Mandal & Dist Siddipet-502103",Ravi Kumar,Ravi Kumar,Katukoori Sairam,"RRL Trends Siddipet,Reliance Retail Limited,Hno11 3 11/412 1 142 To12 1 150Old,Siddipet Town,Mandal & Dist Siddipet-502103",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Siddipet
,186,Telangana,Karim Nagar,Kalanikethan,TY5Q,Karimnagar,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"KFPL Karimnagar VRK Silks,Reliance Retail Limited,Municipal No 4 1 1 And 4 1 1/A,Swaran Street Osmanpura,Sawaranstree Karimnagar-505001",Ravi Kumar,Ravi Kumar,Katukoori Sairam,"KFPL Karimnagar VRK Silks,Reliance Retail Limited,Municipal No 4 1 1 And 4 1 1/A,Swaran Street Osmanpura,Sawaranstree Karimnagar-505001",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Karim Nagar
,187,Telangana,Karim Nagar,Kalanikethan,TY9S,Karimnagar Womens World,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"KFPL Karimnagar Womens World,Reliance Retail Limited,4 1 1 And 4 1 1/A Zaheer Center,Sawaran Street House Osmanpura,Opp Andhra Bank Main Branch,Karimnagar-505001",Ravi Kumar,Ravi Kumar,Katukoori Sairam,"KFPL Karimnagar Womens World,Reliance Retail Limited,4 1 1 And 4 1 1/A Zaheer Center,Sawaran Street House Osmanpura,Opp Andhra Bank Main Branch,Karimnagar-505001",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Karim Nagar
,188,Telangana,Karim Nagar,Trends Footwear,TZWS,Arepally Road,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL TF Jagityal Road,Reliance Retail Limited,Premises no3 1 857858859 Situated At,Syno1333 Arepally Road Karimnagar Town,Mandal And District Karimnagar-505001",Ravi Kumar,Ravi Kumar,Katukoori Sairam,"RRL TF Jagityal Road,Reliance Retail Limited,Premises no3 1 857858859 Situated At,Syno1333 Arepally Road Karimnagar Town,Mandal And District Karimnagar-505001",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Karim Nagar
,189,Telangana,Ramgundam,Smart Point,U19T,Ramgundam,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Ramagundam Ramesh Property H.NO.212-195- 21A1 Markandeya Colony, Godavarikhani,Ramagundam- 505209 Telangana",M Shivaji,M Shivaji,Katukoori Sairam,"Ramagundam Ramesh Property H.NO.212-195- 21A1 Markandeya Colony, Godavarikhani,Ramagundam- 505209 Telangana",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Ramgundam
,190,Telangana,Husnabad,Smart Point,U1JP,Nagaram Road,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"SP Kankyyas property Husnabad, siddipet-  505302 Telangana",Ravi Kumar,Ravi Kumar,Katukoori Sairam,"SP Kankyyas property Husnabad, siddipet-  505302 Telangana",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Husnabad
,191,Telangana,Belampalli,Smart Point,U2QK,Raheem property,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Raheem property plot no:61,62,survey no:109 17 beside st mary'sschool lane catlex area belampalli telangana-504251",M Shivaji,M Shivaji,Katukoori Sairam,"Raheem property plot no:61,62,survey no:109 17 beside st mary'sschool lane catlex area belampalli telangana-504251",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Belampalli
,192,Telangana,Sirpur,Smart Point,U2TM,Kaghaznagar,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"17 18 And 19 Kapuwada Kagaznagar Mandal, Sirpur Kaghaznagar Kumarambheem Asifa, Pin - 504296",M Shivaji,M Shivaji,Katukoori Sairam,"17 18 And 19 Kapuwada Kagaznagar Mandal, Sirpur Kaghaznagar Kumarambheem Asifa, Pin - 504296",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Sirpur
,193,Telangana,Karim Nagar,Smart Point,U2V8,Kothapally,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Smart Point, Survey No:631, Near Bus Stand, Opposite Markandeya Temple, Kothapally, Karimnagar, Telangana-505451",Ravi Kumar,Ravi Kumar,Katukoori Sairam,"Smart Point, Survey No:631, Near Bus Stand, Opposite Markandeya Temple, Kothapally, Karimnagar, Telangana-505451",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Karim Nagar
,194,Telangana,Huzurabad,Smart Point,U2VQ,Kyasam mallaiah complex,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"kysam mallaiah complex H.no:14 156 14 157 14 161,162 & 163 mamindlawada road beside city central conventions Huzurzbad ,Telanagana-505468",Ravi Kumar,Ravi Kumar,Katukoori Sairam,"kysam mallaiah complex H.no:14 156 14 157 14 161,162 & 163 mamindlawada road beside city central conventions Huzurzbad ,Telanagana-505468",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Huzurabad
,195,Telangana,Jammikunta,Smart Point,U3GO,Jammikunta,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,Bsr Complex H No 6 2 41 A A 2 Opp Govt Degree College Jammikunta Karimnagar JAMMIKUNTA 505122 Telangana,Ravi Kumar,Ravi Kumar,Katukoori Sairam,Bsr Complex H No 6 2 41 A A 2 Opp Govt Degree College Jammikunta Karimnagar JAMMIKUNTA 505122 Telangana,Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Jammikunta
,196,Telangana,SIRICILLA,Smart Point,U3NX,Siricilla SMART POINT,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"SP Prasad Building Siricilla,Prasad Building Plot No 37 & 38 ,At Sy No 720 Venkatronagar Siricilla-505301",Ravi Kumar,Ravi Kumar,Katukoori Sairam,"SP Prasad Building Siricilla,Prasad Building Plot No 37 & 38 ,At Sy No 720 Venkatronagar Siricilla-505301",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,SIRICILLA
,197,Telangana,Karim Nagar,Smart Point,U761,Ashok reddy Property,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Q1KG-U761-SP ASHOK REDDY PROPERTY,DMART Beside 1,2,3,4&5 DMART Road Karimnagar, Telangana-505001",Ravi Kumar,Ravi Kumar,Katukoori Sairam,"Q1KG-U761-SP ASHOK REDDY PROPERTY,DMART Beside 1,2,3,4&5 DMART Road Karimnagar, Telangana-505001",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Karim Nagar
,198,Telangana,Siddipet,Smart Point,U962,NGO Colony,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,H No 18 14 119 on Ground Floor situate in Siddipet Town Mandal and Dist Hyderabad 502103 Telangana,Ravi Kumar,Ravi Kumar,Katukoori Sairam,H No 18 14 119 on Ground Floor situate in Siddipet Town Mandal and Dist Hyderabad 502103 Telangana,Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Siddipet
,199,Telangana,Hyderabad,VF GM DC,SI08,Devarayamzal (SH68),Reliance Retail Ventures Limited,36AADCR6715M1Z0,36,"QSCPL VF TS Hyderabad GM DC,QWIK Supply Chain Private Ltd,Sy No 6095 Shameerpet Mandal,Deveyarmzal Villageshameerpet,HYDERABAD-500014",V.U.V.Prasad,V.U.V.Prasad,M. Vijay Kumar,"QSCPL VF TS Hyderabad GM DC,QWIK Supply Chain Private Ltd,Sy No 6095 Shameerpet Mandal,Deveyarmzal Villageshameerpet,HYDERABAD-500014",Reliance Retail Ventures Limited,Telangana,36AADCR6715M1Z0,Hyderabad
,200,Telangana,Hyderabad,VF CDC,SD42,Gundla Pochampally ( FREI CDC),Reliance Retail Ventures Limited,36AADCR6715M1Z0,36,"SURVEY NO 695/696,BEHIND LIFESTYLE WARE, HOUSE,GUNDLA POCHAMPALLY VILLAGE",Hari Krishna,Hari Krishna,M. Vijay Kumar,"SURVEY NO 695/696,BEHIND LIFESTYLE WARE, HOUSE,GUNDLA POCHAMPALLY VILLAGE",Reliance Retail Ventures Limited,Telangana,36AADCR6715M1Z0,Hyderabad
,201,Telangana,Hyderabad,Trends DC,R302,Devarayamjal Trends,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL Trends HYD Devarayam Jal,Reliance Retail Limited,Sy No. 645/B DevarayamJal Village, Shamirpet Mandal,Medchal- Malkajgiri Dist-500014,Hyderabad",V.U.V.Prasad,V.U.V.Prasad,M. Vijay Kumar,"RRL Trends HYD Devarayam Jal,Reliance Retail Limited,Sy No. 645/B DevarayamJal Village, Shamirpet Mandal,Medchal- Malkajgiri Dist-500014,Hyderabad",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,202,Telangana,Hyderabad,VF DC,R303,Devarayamjal VF DC,Reliance Retail Ventures Limited,36AADCR6715M1Z0,36,"RRL Super Kompally VS,Reliance Retail Limited,Sy No. 645/B DevarayamJal Village, Shamirpet Mandal,Medchal- Malkajgiri Dist-500014,Hyderabad",V.U.V.Prasad,V.U.V.Prasad,M. Vijay Kumar,"RRL Super Kompally VS,Reliance Retail Limited,Sy No. 645/B DevarayamJal Village, Shamirpet Mandal,Medchal- Malkajgiri Dist-500014,Hyderabad",Reliance Retail Ventures Limited,Telangana,36AADCR6715M1Z0,Hyderabad
,203,Telangana,Hyderabad,CDIT-DC,SE40,Pudur Digital DC,Reliance Retail Ventures Limited,36AADCR6715M1Z0,36,"RRLCDIT Hyderabad DC,SY328 to 337 358 359 359 361465 475 476,Pudoor Village Medchal Mandal,Medchal Malkajgiri District Hyderabad-501401",Anand kumar,Anand kumar,M. Vijay Kumar,"RRLCDIT Hyderabad DC,SY328 to 337 358 359 359 361465 475 476,Pudoor Village Medchal Mandal,Medchal Malkajgiri District Hyderabad-501401",Reliance Retail Ventures Limited,Telangana,36AADCR6715M1Z0,Hyderabad
,204,Telangana,Hyderabad,Jio mart FC,SKAA,Pudur JFC,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Reliance Project & Property management services ltd, 
SKAA RRL TS HYD Pudur 3P RFC, HYDERABAD
Sy no:594/ part of and situated in 36AAJCR6636B1ZD, Pudur village, 
medchal mandal, medchal,malkajgiri, kamareddy, 
HYDERABAD 501401, TELANGANA, INDIA.",Baki Raju,Baki Raju,M. Vijay Kumar,"Reliance Project & Property management services ltd, 
SKAA RRL TS HYD Pudur 3P RFC, HYDERABAD
Sy no:594/ part of and situated in 36AAJCR6636B1ZD, Pudur village, 
medchal mandal, medchal,malkajgiri, kamareddy, 
HYDERABAD 501401, TELANGANA, INDIA.",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,205,Telangana,Hyderabad,PCS,YPA2,Pudur PCS,Reliance Retail Ventures Limited,36AADCR6715M1Z0,36,"Reliance Food Processing Solutions Ltd., C/O Wrinkle Card Packages Pvt. Ltd., Survey No. 479, 481, 488, Yamjal Road, Pudur Village, Medchal Mandal, RR District, AP, PIN: 501401",Kotha. Kumaraswamy,Kotha. Kumaraswamy,M. Vijay Kumar,"Reliance Food Processing Solutions Ltd., C/O Wrinkle Card Packages Pvt. Ltd., Survey No. 479, 481, 488, Yamjal Road, Pudur Village, Medchal Mandal, RR District, AP, PIN: 501401",Reliance Retail Ventures Limited,Telangana,36AADCR6715M1Z0,Hyderabad
,206,Telangana,Hyderabad,FFDC(CPC),SP9G,Kandlakoya,Reliance Retail Ventures Limited,36AADCR6715M1Z0,36,"Sy No. 249 (P) & 250(P), Kandlakoya (V), Medchal (M), Medchal District, Hyderabad - 501401",Nagaraju D,Nagaraju D,Nagaraju Dameruppula,"Sy No. 249 (P) & 250(P), Kandlakoya (V), Medchal (M), Medchal District, Hyderabad - 501401",Reliance Retail Ventures Limited,Telangana,36AADCR6715M1Z0,Hyderabad
,207,Telangana,Hyderabad,Smart Point,2012,Vidya nagar,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"M.No 1-9-640 & 1-9-640/1, Samhitha Enclave, Vidyanagar, Hyderabad - 500 044",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"M.No 1-9-640 & 1-9-640/1, Samhitha Enclave, Vidyanagar, Hyderabad - 500 044",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,208,Telangana,Hyderabad,Digital,8959,A S Rao Nagar,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"M.No 1-7-43/220, 221, 236 & 237, Mahesh Nagar, Besides radhika Theatre, Dr. AS Rao Nagar. ECIL Post , Hyderabad - 500 062",Venkata Subba Rao Maguluri,Venkata Subba Rao Maguluri,Paruchuri Rajesh,"M.No 1-7-43/220, 221, 236 & 237, Mahesh Nagar, Besides radhika Theatre, Dr. AS Rao Nagar. ECIL Post , Hyderabad - 500 062",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,209,Telangana,Hyderabad,Digital,8813,Amsri Faust,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"SM-Srikar.p:9000204176,Municipal No.9-1-165 & 166/a ""Amsri Faust"" , Beside Hotel Basera, S.D. Road, Secunderabad - 3,Pin Code:500003-Hyderabad",Venkata Subba Rao Maguluri,Venkata Subba Rao Maguluri,Paruchuri Rajesh,"SM-Srikar.p:9000204176,Municipal No.9-1-165 & 166/a ""Amsri Faust"" , Beside Hotel Basera, S.D. Road, Secunderabad - 3,Pin Code:500003-Hyderabad",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,210,Telangana,Hyderabad,Trends Footwear,8148,AS Rao Nagar,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Plot No.7, Sy.No.498 and 499, Block No.19, Tyagarayanagar Housing Colony, Kapra Village & Municipality, Keesara Mandal, Ranga Reddy Dist.Pin Code:500062",Venkata Subba Rao Maguluri,Venkata Subba Rao Maguluri,Paruchuri Rajesh,"Plot No.7, Sy.No.498 and 499, Block No.19, Tyagarayanagar Housing Colony, Kapra Village & Municipality, Keesara Mandal, Ranga Reddy Dist.Pin Code:500062",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,211,Telangana,Hyderabad,Digital,8815,Malakpet,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MARAM SATISH CENTRAL,16-10-27/105/1 TO 7 & 106/1,MUNICIPAL COLONY, MAIN ROAD,MALAKPET, HYDERABAD - 500 036",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"MARAM SATISH CENTRAL,16-10-27/105/1 TO 7 & 106/1,MUNICIPAL COLONY, MAIN ROAD,MALAKPET, HYDERABAD - 500 036",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,212,Telangana,Hyderabad,Trends,8008,Malakpet,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"""M.Nos.16-11-1/5/A/1, A/2, A/3, A/4, A/5, A/6 and 16-11-1/5/A/4/A, Lot Nos.1 & 2 in Sy.No.87, Saleem Nagar Colony, Moosarambagh, Hyderabad - 500 036",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"""M.Nos.16-11-1/5/A/1, A/2, A/3, A/4, A/5, A/6 and 16-11-1/5/A/4/A, Lot Nos.1 & 2 in Sy.No.87, Saleem Nagar Colony, Moosarambagh, Hyderabad - 500 036",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,213,Telangana,Hyderabad,Digital,8823,Shivam RD,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"SM:Md Ahmad: 9963553183, Reliance digital Retail Ltd, RDRL Shivam Road Hyderabad Store, Municipal No.2-2-3Adikmet, Vidyanagar, Shivam Road Hyderabad- 500013",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"SM:Md Ahmad: 9963553183, Reliance digital Retail Ltd, RDRL Shivam Road Hyderabad Store, Municipal No.2-2-3Adikmet, Vidyanagar, Shivam Road Hyderabad- 500013",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,214,Telangana,Hyderabad,Trends,8010,Kothapet (DSNR),Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"SM.Mahesh:9963029701,Reliance Trends,Saroornagar Village,Municipal No:11-9-133,L.B.Nagar, Opp:Bharath Petroleum,Hyderabad,R.R.Dist,Pin Code:500060",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"SM.Mahesh:9963029701,Reliance Trends,Saroornagar Village,Municipal No:11-9-133,L.B.Nagar, Opp:Bharath Petroleum,Hyderabad,R.R.Dist,Pin Code:500060",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,215,Telangana,Hyderabad,Digital,8834,Kothapet (DSNR),Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"SM.Murali:,Reliance Digital,Saroornagar Village,Municipal No:11-9-133,L.B.Nagar, Opp:Bharath Petroleum,Hyderabad,R.R.Dist,Pin Code:500060",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"SM.Murali:,Reliance Digital,Saroornagar Village,Municipal No:11-9-133,L.B.Nagar, Opp:Bharath Petroleum,Hyderabad,R.R.Dist,Pin Code:500060",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,216,Telangana,Hyderabad,Digital,8961,Nacharam,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Reliance Retail Ltd., Reliance Digital, M/S Amala Building, IDA Nacharam, Opp ESI Hospitals, Hyderabad, A.P-500076,",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"Reliance Retail Ltd., Reliance Digital, M/S Amala Building, IDA Nacharam, Opp ESI Hospitals, Hyderabad, A.P-500076,",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,217,Telangana,Hyderabad,Smart,6728,Nacharam,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Reliance Retail Ltd., Reliance Super, M/S Amala Building, IDA Nacharam, Opp ESI Hospitals, Hyderabad, A.P-500076,",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"Reliance Retail Ltd., Reliance Super, M/S Amala Building, IDA Nacharam, Opp ESI Hospitals, Hyderabad, A.P-500076,",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,218,Telangana,Hyderabad,Trends Footwear,8296,Malakpet,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"""M.Nos.16-11-1/5/A/1, A/2, A/3, A/4, A/5, A/6 and 16-11-1/5/A/4/A, Lot Nos.1 & 2 in Sy.No.87, Saleem Nagar Colony, Moosarambagh, Hyderabad - 500 036",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"""M.Nos.16-11-1/5/A/1, A/2, A/3, A/4, A/5, A/6 and 16-11-1/5/A/4/A, Lot Nos.1 & 2 in Sy.No.87, Saleem Nagar Colony, Moosarambagh, Hyderabad - 500 036",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,219,Telangana,Hyderabad,Trends,8334,Vanasthalipuram,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Plot No.10 & 12, 12s Saheb Nagar,Khurd Village Hayathnagar Mandal Ranga R,Vanasthalipuram,hyd-500070.",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"Plot No.10 & 12, 12s Saheb Nagar,Khurd Village Hayathnagar Mandal Ranga R,Vanasthalipuram,hyd-500070.",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,220,Telangana,Hyderabad,Trends Footwear,8342,Vanasthalipuram,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Reliance Footprint ,PLOT 10 & 12, Hayathnagar Mandal RR Dist,Vanasthalipuram, Hyderabad,Telangana-500070",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"Reliance Footprint ,PLOT 10 & 12, Hayathnagar Mandal RR Dist,Vanasthalipuram, Hyderabad,Telangana-500070",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,221,Telangana,Hyderabad,Digital,8742,Vanasthalipuram,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Plot No 101212S & 12N parts Saheb nagar,Khurd village,Hayathnagar Mandal,R R Dist,Vanasthalipuram,Hyderabad-500070",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"Plot No 101212S & 12N parts Saheb nagar,Khurd village,Hayathnagar Mandal,R R Dist,Vanasthalipuram,Hyderabad-500070",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,222,Telangana,Hyderabad,Smart Bazaar,FRBK,Tarnaka,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Smart Bazaar TARNAKA HYDERABAD,SB Hyderabad Tarnaka,D No 12 13 96 Saadath Plaza,Opp Aradhana Theatre Newflyover,HYDERABAD-500019",Zumer Mohammad,Zumer Mohammad,Paruchuri Rajesh,"Smart Bazaar TARNAKA HYDERABAD,SB Hyderabad Tarnaka,D No 12 13 96 Saadath Plaza,Opp Aradhana Theatre Newflyover,HYDERABAD-500019",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,223,Telangana,Hyderabad,Trends Man,T176,AMR Planet,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL TM AMR PLANET,Amr Planetsyno 373/1373/3Unitno F25/26 Mandal & Medchal Malkajgiri Village-500047",Venkata Subba Rao Maguluri,Venkata Subba Rao Maguluri,Paruchuri Rajesh,"RRL TM AMR PLANET,Amr Planetsyno 373/1373/3Unitno F25/26 Mandal & Medchal Malkajgiri Village-500047",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
